Date,Time,X,X Dev,Y,Y Dev
30-Jan-25,4:58:25 AM,0.0437,0.0002,0.0964,0.0004
30-Jan-25,4:58:30 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,4:58:35 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,4:58:40 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,4:58:45 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:58:50 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:58:55 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,4:59:00 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,4:59:05 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:59:10 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:59:15 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,4:59:20 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:59:25 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,4:59:30 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:59:35 AM,0.0438,0.0003,0.096,0
30-Jan-25,4:59:40 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,4:59:45 AM,0.0437,0.0002,0.0961,0.0001
30-Jan-25,4:59:50 AM,0.0439,0.0004,0.096,0
30-Jan-25,4:59:55 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:00:00 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:00:05 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:00:10 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:00:16 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:00:21 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:00:26 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:00:31 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:00:36 AM,0.044,0.0005,0.0963,0.0003
30-Jan-25,5:00:41 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:00:46 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:00:51 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:00:56 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:01:01 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:01:06 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:01:11 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:01:16 AM,0.0438,0.0003,0.096,0
30-Jan-25,5:01:21 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:01:26 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:01:31 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:01:36 AM,0.0441,0.0006,0.0961,0.0001
30-Jan-25,5:01:41 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:01:46 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:01:51 AM,0.0439,0.0004,0.096,0
30-Jan-25,5:01:56 AM,0.0439,0.0004,0.0959,-0.0001
30-Jan-25,5:02:01 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:02:06 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:02:11 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:02:16 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:02:21 AM,0.0438,0.0003,0.096,0
30-Jan-25,5:02:26 AM,0.0439,0.0004,0.096,0
30-Jan-25,5:02:31 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:02:36 AM,0.0439,0.0004,0.096,0
30-Jan-25,5:02:41 AM,0.0439,0.0004,0.0964,0.0004
30-Jan-25,5:02:46 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:02:51 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:02:56 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:03:01 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:03:06 AM,0.044,0.0005,0.0961,0.0001
30-Jan-25,5:03:11 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:03:16 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:03:21 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:03:26 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:03:31 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:03:36 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:03:41 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:03:46 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:03:51 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:03:56 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:04:01 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:04:06 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:04:11 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:04:16 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:04:21 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:04:26 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:04:31 AM,0.0438,0.0003,0.0959,-0.0001
30-Jan-25,5:04:36 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:04:41 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:04:46 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:04:51 AM,0.044,0.0005,0.0961,0.0001
30-Jan-25,5:04:56 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:05:01 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:05:06 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:05:11 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:05:16 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,5:05:21 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,5:05:26 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:05:31 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:05:36 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:05:41 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:05:46 AM,0.0437,0.0002,0.096,0
30-Jan-25,5:05:51 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:05:56 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:06:01 AM,0.0439,0.0004,0.096,0
30-Jan-25,5:06:06 AM,0.0439,0.0004,0.0964,0.0004
30-Jan-25,5:06:11 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:06:16 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:06:21 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:06:26 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:06:31 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:06:36 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:06:41 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:06:46 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:06:51 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:06:56 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:07:01 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:07:06 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:07:11 AM,0.0437,0.0002,0.0964,0.0004
30-Jan-25,5:07:16 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:07:21 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:07:26 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:07:31 AM,0.0437,0.0002,0.0964,0.0004
30-Jan-25,5:07:36 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:07:41 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,5:07:46 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:07:51 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:07:56 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:08:01 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:08:06 AM,0.0437,0.0002,0.0964,0.0004
30-Jan-25,5:08:11 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:08:16 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:08:21 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:08:26 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:08:31 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:08:36 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:08:41 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:08:46 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:08:51 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:08:56 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:09:01 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:09:06 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:09:11 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:09:16 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:09:21 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:09:26 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:09:31 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:09:36 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:09:41 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,5:09:46 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:09:51 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:09:56 AM,0.0437,0.0002,0.0963,0.0003
30-Jan-25,5:10:02 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,5:10:07 AM,0.0438,0.0003,0.0964,0.0004
30-Jan-25,5:10:12 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:10:17 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:10:22 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:10:27 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:10:32 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:10:37 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:10:42 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:10:47 AM,0.0437,0.0002,0.0963,0.0003
30-Jan-25,5:10:52 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:10:57 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:11:02 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:11:07 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:11:12 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:11:17 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:11:22 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:11:27 AM,0.044,0.0005,0.0962,0.0002
30-Jan-25,5:11:32 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:11:37 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:11:42 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:11:47 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:11:52 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:11:57 AM,0.044,0.0005,0.0961,0.0001
30-Jan-25,5:12:02 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:12:07 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:12:12 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:12:17 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:12:22 AM,0.0438,0.0003,0.096,0
30-Jan-25,5:12:27 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:12:32 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:12:37 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:12:42 AM,0.0439,0.0004,0.0961,0.0001
30-Jan-25,5:12:47 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:12:52 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:12:57 AM,0.0439,0.0004,0.0962,0.0002
30-Jan-25,5:13:02 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:13:07 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:13:12 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:13:17 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:13:22 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:13:27 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:13:32 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:13:37 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:13:42 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:13:47 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:13:52 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:13:57 AM,0.0438,0.0003,0.096,0
30-Jan-25,5:14:02 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:14:07 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:14:12 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:14:17 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:14:22 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:14:27 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:14:32 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:14:37 AM,0.0437,0.0002,0.0963,0.0003
30-Jan-25,5:14:42 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:14:47 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:14:52 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:14:57 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:15:02 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:15:07 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:15:12 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:15:17 AM,0.0438,0.0003,0.0963,0.0003
30-Jan-25,5:15:22 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:15:27 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:15:32 AM,0.0439,0.0004,0.0963,0.0003
30-Jan-25,5:15:37 AM,0.0438,0.0003,0.0961,0.0001
30-Jan-25,5:15:42 AM,0.0438,0.0003,0.0962,0.0002
30-Jan-25,5:15:47 AM,0.0439,0.0004,0.0959,-0.0001
30-Jan-25,5:15:52 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:15:57 AM,0.0437,0.0002,0.0961,0.0001
30-Jan-25,5:16:02 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:16:07 AM,0.0437,0.0002,0.096,0
30-Jan-25,5:16:12 AM,0.0437,0.0002,0.0961,0.0001
30-Jan-25,5:16:17 AM,0.0437,0.0002,0.0961,0.0001
30-Jan-25,5:16:22 AM,0.0437,0.0002,0.0962,0.0002
30-Jan-25,5:16:27 AM,0.0438,0.0003,0.096,0
30-Jan-25,5:16:32 AM,0.0436,0.0001,0.096,0
30-Jan-25,5:16:37 AM,0.0436,0.0001,0.096,0
30-Jan-25,5:16:42 AM,0.0437,0.0002,0.0961,0.0001
30-Jan-25,5:16:47 AM,0.0436,0.0001,0.0961,0.0001
30-Jan-25,5:16:52 AM,0.0438,0.0003,0.0958,-0.0002
30-Jan-25,5:16:57 AM,0.0437,0.0002,0.096,0
30-Jan-25,5:17:02 AM,0.0437,0.0002,0.096,0
30-Jan-25,5:17:07 AM,0.0438,0.0003,0.0953,-0.0007
30-Jan-25,5:17:12 AM,0.0436,0.0001,0.0956,-0.0004
30-Jan-25,5:17:17 AM,0.0436,0.0001,0.0954,-0.0006
30-Jan-25,5:17:22 AM,0.0437,0.0002,0.0957,-0.0003
30-Jan-25,5:17:27 AM,0.0436,0.0001,0.0951,-0.0009
30-Jan-25,5:17:32 AM,0.0436,0.0001,0.0955,-0.0005
30-Jan-25,5:17:37 AM,0.0436,0.0001,0.0956,-0.0004
30-Jan-25,5:17:42 AM,0.0436,0.0001,0.0959,-0.0001
30-Jan-25,5:17:47 AM,0.0436,0.0001,0.0963,0.0003
30-Jan-25,5:17:52 AM,0.0436,0.0001,0.0967,0.0007
30-Jan-25,5:17:57 AM,0.0436,0.0001,0.0971,0.0011
30-Jan-25,5:18:02 AM,0.0438,0.0003,0.0973,0.0013
30-Jan-25,5:18:07 AM,0.0438,0.0003,0.0975,0.0015
30-Jan-25,5:18:12 AM,0.0439,0.0004,0.0975,0.0015
30-Jan-25,5:18:17 AM,0.0439,0.0004,0.0975,0.0015
30-Jan-25,5:18:22 AM,0.0439,0.0004,0.0976,0.0016
30-Jan-25,5:18:27 AM,0.0439,0.0004,0.0977,0.0017
30-Jan-25,5:18:32 AM,0.044,0.0005,0.0977,0.0017
30-Jan-25,5:18:37 AM,0.0438,0.0003,0.0976,0.0016
30-Jan-25,5:18:43 AM,0.0438,0.0003,0.0975,0.0015
30-Jan-25,5:18:48 AM,0.0438,0.0003,0.0971,0.0011
30-Jan-25,5:18:53 AM,0.0437,0.0002,0.0966,0.0006
30-Jan-25,5:18:58 AM,0.0436,0.0001,0.0965,0.0005
30-Jan-25,5:19:03 AM,0.0436,0.0001,0.0965,0.0005
30-Jan-25,5:19:08 AM,0.0436,0.0001,0.0963,0.0003
30-Jan-25,5:19:13 AM,0.0435,0,0.0963,0.0003
30-Jan-25,5:19:18 AM,0.0435,0,0.0961,0.0001
30-Jan-25,5:19:23 AM,0.0434,-0.0001,0.0959,-0.0001
30-Jan-25,5:19:28 AM,0.0435,0,0.0957,-0.0003
30-Jan-25,5:19:33 AM,0.0434,-0.0001,0.0956,-0.0004
30-Jan-25,5:19:38 AM,0.0434,-0.0001,0.095,-0.001
30-Jan-25,5:19:43 AM,0.047,0.0035,0.0938,-0.0022
30-Jan-25,5:19:48 AM,0.0454,0.0019,0.095,-0.001
30-Jan-25,5:19:53 AM,0.0435,0,0.0955,-0.0005
30-Jan-25,5:19:58 AM,0.0435,0,0.0953,-0.0007
30-Jan-25,5:20:03 AM,0.0488,0.0053,0.0927,-0.0033
30-Jan-25,5:20:08 AM,0.0509,0.0074,0.0935,-0.0025
30-Jan-25,5:20:13 AM,0.0452,0.0017,0.0952,-0.0008
30-Jan-25,5:20:18 AM,0.0435,0,0.0967,0.0007
30-Jan-25,5:20:23 AM,0.0435,0,0.0972,0.0012
30-Jan-25,5:20:28 AM,0.0437,0.0002,0.0978,0.0018
30-Jan-25,5:20:33 AM,0.0438,0.0003,0.0986,0.0026
30-Jan-25,5:20:38 AM,0.0439,0.0004,0.0991,0.0031
30-Jan-25,5:20:43 AM,0.044,0.0005,0.0992,0.0032
30-Jan-25,5:20:48 AM,0.0442,0.0007,0.0985,0.0025
30-Jan-25,5:20:53 AM,0.0445,0.001,0.0991,0.0031
30-Jan-25,5:20:58 AM,0.0445,0.001,0.1001,0.0041
30-Jan-25,5:21:03 AM,0.0444,0.0009,0.1001,0.0041
30-Jan-25,5:21:08 AM,0.0444,0.0009,0.0996,0.0036
30-Jan-25,5:21:13 AM,0.0516,0.0081,0.0939,-0.0021
30-Jan-25,5:21:18 AM,0.0507,0.0072,0.0994,0.0034
30-Jan-25,5:21:23 AM,0.0456,0.0021,0.1027,0.0067
30-Jan-25,5:21:28 AM,0.0755,0.032,0.0889,-0.0071
30-Jan-25,5:21:33 AM,0.0939,0.0504,0.1019,0.0059
30-Jan-25,5:21:38 AM,0.0652,0.0217,0.1045,0.0085
30-Jan-25,5:21:43 AM,0.0487,0.0052,0.1022,0.0062
30-Jan-25,5:21:48 AM,0.0483,0.0048,0.0998,0.0038
30-Jan-25,5:21:53 AM,0.0429,-0.0006,0.0998,0.0038
30-Jan-25,5:21:58 AM,0.043,-0.0005,0.0985,0.0025
30-Jan-25,5:22:03 AM,0.0558,0.0123,0.0897,-0.0063
30-Jan-25,5:22:08 AM,0.0599,0.0164,0.0892,-0.0068
30-Jan-25,5:22:13 AM,0.0591,0.0156,0.0911,-0.0049
30-Jan-25,5:22:18 AM,0.0424,-0.0011,0.095,-0.001
30-Jan-25,5:22:23 AM,0.0422,-0.0013,0.0968,0.0008
30-Jan-25,5:22:28 AM,0.0422,-0.0013,0.0966,0.0006
30-Jan-25,5:22:33 AM,0.0423,-0.0012,0.0952,-0.0008
30-Jan-25,5:22:38 AM,0.054,0.0105,0.0926,-0.0034
30-Jan-25,5:22:43 AM,0.0564,0.0129,0.0899,-0.0061
30-Jan-25,5:22:48 AM,0.0625,0.019,0.087,-0.009
30-Jan-25,5:22:53 AM,0.0564,0.0129,0.0904,-0.0056
30-Jan-25,5:22:58 AM,0.0424,-0.0011,0.0966,0.0006
30-Jan-25,5:23:03 AM,0.0423,-0.0012,0.095,-0.001
30-Jan-25,5:23:08 AM,0.0427,-0.0008,0.0945,-0.0015
30-Jan-25,5:23:13 AM,0.0423,-0.0012,0.0965,0.0005
30-Jan-25,5:23:18 AM,0.0496,0.0061,0.0909,-0.0051
30-Jan-25,5:23:23 AM,0.0549,0.0114,0.085,-0.011
30-Jan-25,5:23:28 AM,0.0425,-0.001,0.0958,-0.0002
30-Jan-25,5:23:33 AM,0.0431,-0.0004,0.0955,-0.0005
30-Jan-25,5:23:38 AM,0.0418,-0.0017,0.0969,0.0009
30-Jan-25,5:23:43 AM,0.0421,-0.0014,0.0971,0.0011
30-Jan-25,5:23:48 AM,0.042,-0.0015,0.0976,0.0016
30-Jan-25,5:23:53 AM,0.0422,-0.0013,0.097,0.001
30-Jan-25,5:23:58 AM,0.0418,-0.0017,0.0965,0.0005
30-Jan-25,5:24:03 AM,0.0423,-0.0012,0.0959,-0.0001
30-Jan-25,5:24:08 AM,0.0419,-0.0016,0.096,0
30-Jan-25,5:24:13 AM,0.0421,-0.0014,0.0967,0.0007
30-Jan-25,5:24:18 AM,0.0447,0.0012,0.0953,-0.0007
30-Jan-25,5:24:23 AM,0.0421,-0.0014,0.097,0.001
30-Jan-25,5:24:28 AM,0.0438,0.0003,0.0957,-0.0003
30-Jan-25,5:24:33 AM,0.042,-0.0015,0.0971,0.0011
30-Jan-25,5:24:38 AM,0.0418,-0.0017,0.0971,0.0011
30-Jan-25,5:24:43 AM,0.0421,-0.0014,0.0969,0.0009
30-Jan-25,5:24:48 AM,0.0419,-0.0016,0.0976,0.0016
30-Jan-25,5:24:53 AM,0.0552,0.0117,0.0897,-0.0063
30-Jan-25,5:24:58 AM,0.0688,0.0253,0.0798,-0.0162
30-Jan-25,5:25:03 AM,0.0803,0.0368,0.074,-0.022
30-Jan-25,5:25:08 AM,0.0421,-0.0014,0.0972,0.0012
30-Jan-25,5:25:13 AM,0.0495,0.006,0.0826,-0.0134
30-Jan-25,5:25:18 AM,0.071,0.0275,0.0759,-0.0201
30-Jan-25,5:25:23 AM,0.0427,-0.0008,0.0944,-0.0016
30-Jan-25,5:25:28 AM,0.0665,0.023,0.0854,-0.0106
30-Jan-25,5:25:33 AM,0.0495,0.006,0.0921,-0.0039
30-Jan-25,5:25:38 AM,0.0421,-0.0014,0.0975,0.0015
30-Jan-25,5:25:43 AM,0.0423,-0.0012,0.096,0
30-Jan-25,5:25:48 AM,0.0427,-0.0008,0.0911,-0.0049
30-Jan-25,5:25:53 AM,0.0431,-0.0004,0.0911,-0.0049
30-Jan-25,5:25:58 AM,0.0411,-0.0024,0.0786,-0.0174
30-Jan-25,5:26:03 AM,0.0495,0.006,0.0778,-0.0182
30-Jan-25,5:26:08 AM,0.0491,0.0056,0.0869,-0.0091
30-Jan-25,5:26:13 AM,0.0416,-0.0019,0.0964,0.0004
30-Jan-25,5:26:18 AM,0.042,-0.0015,0.095,-0.001
30-Jan-25,5:26:23 AM,0.0465,0.003,0.0908,-0.0052
30-Jan-25,5:26:28 AM,0.0421,-0.0014,0.0963,0.0003
30-Jan-25,5:26:33 AM,0.0419,-0.0016,0.0975,0.0015
30-Jan-25,5:26:38 AM,0.0419,-0.0016,0.0977,0.0017
30-Jan-25,5:26:43 AM,0.0416,-0.0019,0.0962,0.0002
30-Jan-25,5:26:48 AM,0.0416,-0.0019,0.0967,0.0007
30-Jan-25,5:26:53 AM,0.0418,-0.0017,0.0978,0.0018
30-Jan-25,5:26:58 AM,0.0419,-0.0016,0.0973,0.0013
30-Jan-25,5:27:03 AM,0.0475,0.004,0.0932,-0.0028
30-Jan-25,5:27:08 AM,0.0666,0.0231,0.0825,-0.0135
30-Jan-25,5:27:13 AM,0.065,0.0215,0.0866,-0.0094
30-Jan-25,5:27:18 AM,0.0578,0.0143,0.0917,-0.0043
30-Jan-25,5:27:23 AM,0.0423,-0.0012,0.0958,-0.0002
30-Jan-25,5:27:28 AM,0.0419,-0.0016,0.0959,-0.0001
30-Jan-25,5:27:33 AM,0.0462,0.0027,0.0937,-0.0023
30-Jan-25,5:27:38 AM,0.0541,0.0106,0.0907,-0.0053
30-Jan-25,5:27:43 AM,0.0549,0.0114,0.0887,-0.0073
30-Jan-25,5:27:48 AM,0.0417,-0.0018,0.0966,0.0006
30-Jan-25,5:27:53 AM,0.0417,-0.0018,0.0944,-0.0016
30-Jan-25,5:27:58 AM,0.0468,0.0033,0.0874,-0.0086
30-Jan-25,5:28:03 AM,0.0422,-0.0013,0.0944,-0.0016
30-Jan-25,5:28:08 AM,0.0407,-0.0028,0.0831,-0.0129
30-Jan-25,5:28:13 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:28:18 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:28:23 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:28:28 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:28:33 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:28:38 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:28:43 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:28:48 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:28:53 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:28:58 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:03 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:08 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:13 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:18 AM,0.0407,-0.0028,0.0827,-0.0133
30-Jan-25,5:29:23 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:28 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:33 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:38 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:43 AM,0.0406,-0.0029,0.0827,-0.0133
30-Jan-25,5:29:48 AM,0.0406,-0.0029,0.0827,-0.0133
